Mods count: 747
 
jar name                                                                            | mod id (isMCreator)                            | mixin configs
diamondvein-1.2.jar                                                                 | diamondvein                                    | diamondvein.mixins.json
dimasctetracompat-1.20.1-1.5.0.0.jar                                                | dimasctetracompat                              | mixins.dimasctetracompat.json, mixins.dimasctetracompat.refmap.json
dimensionviewer-1.20-1.4.0.jar                                                      | dimensionviewer                                | 
DimStorage-1.20.1-8.0.1.jar                                                         | dimstorage                                     | 
Ding-1.20.1-Forge-1.5.0.jar                                                         | ding                                           | 
disenchanting_table-merged-1.20.1-5.0.2.jar                                         | disenchanting_table                            | forge-disenchanting_table.mixins.json, common-disenchanting_table.mixins.json, fabric-disenchanting_table.fabric.mixins.json, fabric-disenchanting_table.mixins.json, forge-disenchanting_table.forge.mixins.json
domum_ornamentum-1.20.1-1.0.186-RELEASE-universal.jar                               | domum_ornamentum                               | 
doubledoors-1.20.1-7.2.jar                                                          | doubledoors                                    | doubledoors_forge.mixins.json, doubledoors_fabric.mixins.json
Draconic-Evolution-1.20.1-3.1.2.621-universal.jar                                   | draconicevolution                              | mixins.draconicevolution.json, mixins.draconicevolution.refmap.json
DripSounds-1.19.4-0.3.2.jar                                                         | waterdripsound                                 | waterdripsound.mixins.json
dummmmmmy-1.20-2.0.9.jar                                                            | dummmmmmy                                      | dummmmmmy-common.mixins.json, dummmmmmy.mixins.json
Dungeon Crawl-1.20.1-2.3.15.jar                                                     | dungeoncrawl                                   | 
dungeons-and-taverns-3.0.3.f[Forge].jar                                             | mr_dungeons_andtaverns                         | 
DungeonsArise-1.20.x-2.1.58-release.jar                                             | dungeons_arise                                 | 
durabilitytooltip-1.1.6-forge-mc1.20.jar                                            | durabilitytooltip                              | 
dyenamics-1.20.1-3.2.0.jar                                                          | dyenamics                                      | 
dynamic-fps-3.9.5+minecraft-1.20.0-forge.jar                                        | dynamic_fps                                    | dynamic_fps-common.mixins.json, dynamic_fps.mixins.json
    /META-INF/jars/battery-1.3.0.jar                                                |                                                | 
dynamiclights-v1.9-mc1.17-1.21.5-mod.jar                                            | dynamiclights                                  | 
easy-villagers-forge-1.20.1-1.1.23.jar                                              | easy_villagers                                 | 
EdivadLib-1.20.1-2.0.1.jar                                                          | edivadlib                                      | 
elevatorid-1.20.1-1.9.1-forge.jar                                                   | elevatorid                                     | 
elytraslot-forge-6.4.4+1.20.1.jar                                                   | elytraslot                                     | elytraslot-forge-integrations.mixins.json, elytraslot-integrations.mixins.json
embeddium-0.3.31+mc1.20.1.jar                                                       | embeddium                                      | embeddium.mixins.json
emi-1.1.22+1.20.1+forge.jar                                                         | emi                                            | emi-forge.mixins.json, emi.mixins.json
emi_enchanting-0.1.2+1.20.1+forge.jar                                               | emi_enchanting                                 | 
emi_loot-0.7.6+1.20.1+forge.jar                                                     | emi_loot                                       | emi_loot.mixins.json
emi_ores-1.2+1.20.1+forge.jar                                                       | emi_ores                                       | emi_ores.mixins.json
EMIEnchants-forge-1.19.3-1.20.4-1.0.0.jar                                           | emienchants                                    | emienchants.mixins.json
emiffect-forge-1.1.2+mc1.20.1.jar                                                   | emiffect                                       | 
EMIProfessions-forge-1.20.1-1.0.3.jar                                               | emiprofessions                                 | 
emitrades-forge-1.2.1+mc1.20.1.jar                                                  | emitrades                                      | 
    /META-INF/jars/json-0.2.1.jar                                                   |                                                | 
Emojiful-Forge-1.20.1-4.2.0.jar                                                     | emojiful                                       | emojiful.mixins.json
EnchantmentDescriptions-Forge-1.20.1-17.1.19.jar                                    | enchdesc                                       | 
ender_dragon_loot-1.20.1.jar                                                        | ender_dragon_loot (MCreator mod)               | 
enderchests-forge-1.20.1-1.4.jar                                                    | enderchests                                    | mixins.shetiphiancore.json
EnderIO-1.20.1-6.2.16-beta-all.jar                                                  | enderio                                        | mixins.enderio.json, mixins.enderio-machines.json, mixins.enderio-machines.refmap.json, mixins.enderio.refmap.json
    /META-INF/jarjar/GraphLib3-3.0.7.jar                                            |                                                | 
    /META-INF/jarjar/Registrate-MC1.20-1.3.11.jar                                   |                                                | 
    /META-INF/jarjar/checker-qual-3.33.0.jar                                        |                                                | 
    /META-INF/jarjar/error_prone_annotations-2.18.0.jar                             |                                                | 
    /META-INF/jarjar/failureaccess-1.0.1.jar                                        |                                                | 
    /META-INF/jarjar/guava-32.1.2-jre.jar                                           |                                                | 
    /META-INF/jarjar/jsr305-3.0.2.jar                                               |                                                | 
    /META-INF/jarjar/listenablefuture-9999.0-empty-to-avoid-conflict-with-guava.jar |                                                | 
endermanoverhaul-forge-1.20.1-1.0.4.jar                                             | endermanoverhaul                               | endermanoverhaul.mixins.json, endermanoverhaul-common.mixins.json
endersdelight-forge-1.20.1-1.1.3.jar                                                | endersdelight                                  | 
EnderStorage-1.20.1-2.11.0.188-universal.jar                                        | enderstorage                                   | 
endertanks-forge-1.20.1-1.5.jar                                                     | endertanks                                     | mixins.endertanks.refmap.json, mixins.endertanks.json, mixins.shetiphiancore.json
ends_delight-1.20.1-2.4.jar                                                         | ends_delight                                   | 
entangled-1.3.20-forge-mc1.20.4.jar                                                 | entangled                                      | 
entity_model_features_1.20.1-forge-3.0.1.jar                                        | entity_model_features                          | entity_model_features.mixins.json
entity_sound_features_1.20.4-forge-0.7.1.jar                                        | entity_sound_features                          | entity_sound_features.mixins.json
entity_texture_features_1.20.1-forge-7.0.2.jar                                      | entity_texture_features                        | entity_texture_features.mixins.json
    /META-INF/jars/httpmime-4.5.10.jar                                              |                                                | 
entityculling-forge-1.9.3-mc1.20.1.jar                                              | entityculling                                  | entityculling.mixins.json, entityculling.refmap.mixins.json
    /META-INF/jars/TRansition-1.0.8-1.20.1-forge-SNAPSHOT.jar                       | transition                                     | transition.mixins.json, transition.refmap.mixins.json
    /META-INF/jars/TRender-1.0.8-1.20.1-forge-SNAPSHOT.jar                          | trender                                        | trender.mixins.json, trender.refmap.mixins.json
EpheroLib-1.20.1-FORGE-1.2.0.jar                                                    | epherolib                                      | epherolib-root.mixins.json, epherolib.mixins.json
EquipmentCompare-1.20.1-forge-1.3.7.jar                                             | equipmentcompare                               | equipmentcompare.mixins.json
escalated-1.1.0-create.6.0.6-mc.1.20.1-forge.jar                                    | escalated                                      | escalated-common.mixins.json, escalated.mixins.json
everycomp-1.20-2.9.11-forge.jar                                                     | everycomp                                      | everycomp-common.mixins.json
EvilCraft-1.20.1-1.2.59.jar                                                         | evilcraft                                      | 
Exchangers-1.20.1-3.5.1.jar                                                         | exchangers                                     | 
expandability-9.0.4.jar                                                             | expandability                                  | expandability.mixins.json, expandability-common.mixins.json
expandedae-1.2.7.jar                                                                | expandedae                                     | mixins.expandedae.refmap.json, mixins.expandedae.json
ExplorersCompass-1.20.1-1.3.3-forge.jar                                             | explorerscompass                               | 
ExtendedAE-1.20-1.4.8-forge.jar                                                     | expatternprovider                              | mixins.epp.refmap.json, mixins.epp.json
ExtendedTerminal-1.20.1-0.1.1.jar                                                   | extendedterminal                               | extendedterminal.mixins.json
Extra_Create_Recipes_v1.jar                                                         | extra_create_recipes                           | 
extra_gauges-2.0.7.jar                                                              | extra_gauges                                   | extra_gauges.mixins.json
ExtraDisks-1.20.1-3.0.3.jar                                                         | extradisks                                     | 
ExtraStorage-1.20.1-4.0.7.jar                                                       | extrastorage                                   | 
extratrades-1.20.1-1.2.jar                                                          | extratrades                                    | 
ExtremeReactors2-1.20.1-2.0.94.jar                                                  | bigreactors                                    | 
ExtremeReactors2-CreateCompat-1.20.1-1.0.4.jar                                      | er2create                                      | 
ExtremeSoundMuffler-3.49.1-forge-1.20.1.jar                                         | extremesoundmuffler                            | extremesoundmuffler.mixins.json
fabric-api-0.92.6+1.11.14+1.20.1.jar                                                | fabric_api                                     | 
    /META-INF/jarjar/fabric-transitive-access-wideners-v1-4.3.2+1880499877.jar      | fabric_transitive_access_wideners_v1           | 
    /META-INF/jarjar/fabric-transfer-api-v1-3.3.6+631c9cd677.jar                    | fabric_transfer_api_v1                         | fabric-transfer-api-v1.mixins.json
    /META-INF/jarjar/fabric-sound-api-v1-1.0.14+4f23bd8477.jar                      | fabric_sound_api_v1                            | fabric-sound-api-v1.mixins.json
    /META-INF/jarjar/fabric-screen-handler-api-v1-1.3.33+561530ec77.jar             | fabric_screen_handler_api_v1                   | fabric-screen-handler-api-v1.mixins.json
    /META-INF/jarjar/fabric-screen-api-v1-2.0.9+45a670a577.jar                      | fabric_screen_api_v1                           | fabric-screen-api-v1.mixins.json
    /META-INF/jarjar/fabric-resource-loader-v0-0.11.12+4b4151c077.jar               | fabric_resource_loader_v0                      | fabric-resource-loader-v0.mixins.json, fabric-resource-loader-v0.client.mixins.json
    /META-INF/jarjar/fabric-resource-conditions-api-v1-2.3.9+996d00b277.jar         | fabric_resource_conditions_api_v1              | fabric-resource-conditions-api-v1.mixins.json
    /META-INF/jarjar/fabric-rendering-v1-3.0.9+66e9a48f77.jar                       | fabric_rendering_v1                            | fabric-rendering-v1.mixins.json
    /META-INF/jarjar/fabric-rendering-fluids-v1-3.0.29+4ac5e37a77.jar               | fabric_rendering_fluids_v1                     | fabric-rendering-fluids-v1.mixins.json
    /META-INF/jarjar/fabric-rendering-data-attachment-v1-0.3.39+a6081afc77.jar      | fabric_rendering_data_attachment_v1            | fabric-rendering-data-attachment-v1.client.mixins.json, fabric-rendering-data-attachment-v1.mixins.json
    /META-INF/jarjar/fabric-renderer-indigo-1.5.3+b5b2da4177.jar                    | fabric_renderer_indigo                         | fabric-renderer-indigo.mixins.json
    /META-INF/jarjar/fabric-renderer-api-v1-3.2.2+cf68abbe77.jar                    | fabric_renderer_api_v1                         | fabric-renderer-api-v1.debughud.mixins.json, fabric-renderer-api-v1.mixins.json
    /META-INF/jarjar/fabric-registry-sync-v0-2.3.6+1c0ea72177.jar                   | fabric_registry_sync_v0                        | fabric-registry-sync-v0.mixins.json, fabric-registry-sync-v0.client.mixins.json
    /META-INF/jarjar/fabric-recipe-api-v1-1.0.24+514a076577.jar                     | fabric_recipe_api_v1                           | fabric-recipe-api-v1.mixins.json
    /META-INF/jarjar/fabric-particles-v1-1.1.3+78e1ecb877.jar                       | fabric_particles_v1                            | fabric-particles-v1.client.mixins.json
    /META-INF/jarjar/fabric-object-builder-api-v1-11.1.5+f8c414ce77.jar             | fabric_object_builder_api_v1                   | fabric-object-builder-v1.mixins.json
    /META-INF/jarjar/fabric-networking-api-v1-1.3.14+fb7c822677.jar                 | fabric_networking_api_v1                       | fabric-networking-api-v1.mixins.json, fabric-networking-api-v1.client.mixins.json
    /META-INF/jarjar/fabric-models-v0-0.4.3+7c3892a477.jar                          | fabric_models_v0                               | 
    /META-INF/jarjar/fabric-model-loading-api-v1-1.0.4+6274ab9d77.jar               | fabric_model_loading_api_v1                    | fabric-model-loading-api-v1.mixins.json
    /META-INF/jarjar/fabric-mining-level-api-v1-2.1.52+561530ec77.jar               | fabric_mining_level_api_v1                     | fabric-mining-level-api-v1.mixins.json
    /META-INF/jarjar/fabric-message-api-v1-5.1.10+52cc178c77.jar                    | fabric_message_api_v1                          | fabric-message-api-v1.client.mixins.json, fabric-message-api-v1.mixins.json
    /META-INF/jarjar/fabric-loot-api-v2-1.2.3+eb28f93e77.jar                        | fabric_loot_api_v2                             | fabric-loot-api-v2.mixins.json
    /META-INF/jarjar/fabric-loader-2.6.0+0.15.0+1.20.1-full.jar                     |                                                | 
    /META-INF/jarjar/fabric-lifecycle-events-v1-2.2.23+afab492177.jar               | fabric_lifecycle_events_v1                     | fabric-lifecycle-events-v1.client.mixins.json, fabric-lifecycle-events-v1.mixins.json
    /META-INF/jarjar/fabric-key-binding-api-v1-1.0.38+561530ec77.jar                | fabric_key_binding_api_v1                      | fabric-key-binding-api-v1.mixins.json
    /META-INF/jarjar/fabric-item-group-api-v1-4.0.14+c9161c2d77.jar                 | fabric_item_group_api_v1                       | fabric-item-group-api-v1.client.mixins.json, fabric-item-group-api-v1.mixins.json
    /META-INF/jarjar/fabric-item-api-v1-2.1.29+4d0bbcfa77.jar                       | fabric_item_api_v1                             | fabric-item-api-v1.client.mixins.json, fabric-item-api-v1.mixins.json
    /META-INF/jarjar/fabric-game-rule-api-v1-1.0.41+683d4da877.jar                  | fabric_game_rule_api_v1                        | fabric-game-rule-api-v1.mixins.json, fabric-game-rule-api-v1.client.mixins.json
    /META-INF/jarjar/fabric-events-interaction-v0-0.6.5+0f26153f77.jar              | fabric_events_interaction_v0                   | fabric-events-interaction-v0.client.mixins.json, fabric-events-interaction-v0.mixins.json
    /META-INF/jarjar/fabric-entity-events-v1-1.6.1+4ca7515277.jar                   | fabric_entity_events_v1                        | fabric-entity-events-v1.client.mixins.json, fabric-entity-events-v1.mixins.json
    /META-INF/jarjar/fabric-dimensions-v1-2.1.55+8005d10d77.jar                     | fabric_dimensions_v1                           | 
    /META-INF/jarjar/fabric-data-generation-api-v1-12.3.7+369cb3a477.jar            | fabric_data_generation_api_v1                  | fabric-data-generation-api-v1.mixins.json
    /META-INF/jarjar/fabric-data-attachment-api-v1-1.0.2+30ef839e77.jar             | fabric_data_attachment_api_v1                  | fabric-data-attachment-api-v1.mixins.json, fabric-data-attachment-api-v1.client.mixins.json
    /META-INF/jarjar/fabric-convention-tags-v1-1.5.6+fa3d1c0177.jar                 | fabric_convention_tags_v1                      | 
    /META-INF/jarjar/fabric-content-registries-v0-4.0.13+a670df1e77.jar             | fabric_content_registries_v0                   | fabric-content-registries-v0.mixins.json
    /META-INF/jarjar/fabric-command-api-v2-2.2.14+561530ec77.jar                    | fabric_command_api_v2                          | fabric-command-api-v2.mixins.json, fabric-command-api-v2.client.mixins.json
    /META-INF/jarjar/fabric-command-api-v1-1.2.35+f71b366f77.jar                    | fabric_command_api_v1                          | 
    /META-INF/jarjar/fabric-client-tags-api-v1-1.1.3+5d6761b877.jar                 | fabric_client_tags_api_v1                      | 
    /META-INF/jarjar/fabric-blockrenderlayer-v1-1.1.42+1d0da21e77.jar               | fabric_blockrenderlayer_v1                     | fabric-blockrenderlayer-v1.mixins.json
    /META-INF/jarjar/fabric-block-view-api-v2-1.0.3+53347ba977.jar                  | fabric_block_view_api_v2                       | fabric-block-view-api-v2.client.mixins.json, fabric-block-view-api-v2.mixins.json
    /META-INF/jarjar/fabric-block-api-v1-1.0.12+0e6cb7f777.jar                      | fabric_block_api_v1                            | 
    /META-INF/jarjar/fabric-biome-api-v1-13.0.14+dc36698e77.jar                     | fabric_biome_api_v1                            | fabric-biome-api-v1.mixins.json
    /META-INF/jarjar/fabric-api-lookup-api-v1-1.6.37+67f9824077.jar                 | fabric_api_lookup_api_v1                       | fabric-api-lookup-api-v1.mixins.json
    /META-INF/jarjar/fabric-api-base-0.4.32+ef105b4977.jar                          | fabric_api_base                                | fabric-api-base.init.mixins.json
fallingleaves-1.20.1-2.1.2.jar                                                      | fallingleaves                                  | fallingleaves.mixins.json
farmers-cutting-biomes-o-plenty-1.0.0.jar                                           | fcbop                                          | 
farmers-cutting-blue-skies-1.20.1-1.0.jar                                           | mr_farmers_cuttingblueskies                    | 
farmers-cutting-oh-the-biomes-weve-gone-1.20.1-1.1-forge.jar                        | mr_farmers_cuttingohthebiomeswevegone          | 
farmers-cutting-quark-1.0.0.jar                                                     | fcquark                                        | 
farmers-cutting-the-aether-1.20.1-1.0.jar                                           | mr_farmers_cuttingtheaether                    | 
farmers-cutting-twilight-forest-1.20.1-1.0.jar                                      | mr_farmers_cuttingtwilightforest               | 
farmers_croptopia-1.20.1-3.2.0.jar                                                  | farmers_croptopia                              | 
FarmersDelight-1.20.1-1.2.9.jar                                                     | farmersdelight                                 | farmersdelight.mixins.json
FarmersStructures-1.0.3-1.20.jar                                                    | farmers_structures (MCreator mod)              | 
farsight-1.20.1-4.5.jar                                                             | farsight_view                                  | farsight.mixins.json
    /META-INF/jarjar/jctools-core-4.0.5.jar                                         |                                                | 
fastasyncworldsave-1.20.1-2.6.jar                                                   | fastasyncworldsave                             | fastasyncworldsave.mixins.json
FasterLadderClimbing-1.20.1-0.2.10.jar                                              | fasterladderclimbing                           | 
FastLeafDecay-32.jar                                                                | fastleafdecay                                  | 
FastWorkbench-1.20.1-8.0.4.jar                                                      | fastbench                                      | fastbench.mixins.json
ferritecore-6.0.1-forge.jar                                                         | ferritecore                                    | ferritecore.modelsides.mixin.json, ferritecore.mrl.mixin.json, ferritecore.dedupbakedquad.mixin.json, ferritecore.threaddetec.mixin.json, ferritecore.blockstatecache.mixin.json, ferritecore.dedupmultipart.mixin.json, ferritecore.fastmap.mixin.json, ferritecore.predicates.mixin.json
findme-3.2.2-forge.jar                                                              | findme                                         | findme-common.mixins.json
firstjoinmessage-1.20.1-3.8.jar                                                     | firstjoinmessage                               | firstjoinmessage_fabric.mixins.json, firstjoinmessage_forge.mixins.json
flatbedrock-forge-3.0.1-build.18+mc1.20.1.jar                                       | flatbedrock                                    | flatbedrock-common.mixins.json
flib-1.20.1-0.0.15.jar                                                              | flib                                           | 
FluxNetworks-1.20.1-7.2.1.15.jar                                                    | fluxnetworks                                   | 
flywheel-forge-1.20.1-1.0.jar                                                       | flywheel                                       | flywheel.impl.mixins.json, flywheel.backend.mixins.json
forbidden_arcanus-1.20.1-2.2.6.jar                                                  | forbidden_arcanus                              | forbidden_arcanus.mixins.json
foregoing_tweaker-1.20.1-1.2.1.jar                                                  | foregoing_tweaker                              | 
ForgeEndertech-1.20.1-11.1.9.0-build.1584.jar                                       | forgeendertech                                 | 
framework-forge-1.20.1-0.7.15.jar                                                   | framework                                      | 
ftb-chunks-forge-2001.3.6.jar                                                       | ftbchunks                                      | ftbchunks-common.mixins.json
ftb-essentials-forge-2001.2.3.jar                                                   | ftbessentials                                  | ftbessentials-common.mixins.json
ftb-filter-system-forge-20.0.1.jar                                                  | ftbfiltersystem                                | ftbfiltersystem-common.mixins.json, ftbfiltersystem.mixins.json
ftb-library-forge-2001.2.10.jar                                                     | ftblibrary                                     | ftblibrary-common.mixins.json
ftb-quests-forge-2001.4.16.jar                                                      | ftbquests                                      | 
ftb-ranks-forge-2001.1.7.jar                                                        | ftbranks                                       | ftbranks-common.mixins.json
ftb-teams-forge-2001.3.1.jar                                                        | ftbteams                                       | 
ftb-ultimine-forge-2001.1.7.jar                                                     | ftbultimine                                    | ftbultimine-common.mixins.json
ftb-xmod-compat-forge-2.1.3.jar                                                     | ftbxmodcompat                                  | 
ftbquestsfreezefix-forge-1.0.0-1.20.1.jar                                           | ftbquestsfreezefix                             | mixins.ftbquestsfreezefix.json
ftbxaerocompat-forge-1.0.1.jar                                                      | ftbxaerocompat                                 | ftbxaerocompat.mixins.json
Functional Aether 1.20.1-0.0.1.jar                                                  | functional_aether                              | 
functionalstorage-1.20.1-1.2.10.jar                                                 | functionalstorage                              | 
fusion-1.2.11a-forge-mc1.20.1.jar                                                   | fusion                                         | fusion.mixins.json, fusion.mixins.refmap.json
fzzy_config-0.7.3+1.20.1+forge.jar                                                  | fzzy_config                                    | 
    /META-INF/jars/jankson-1.2.3.jar                                                |                                                | 
    /META-INF/jars/tomlkt-jvm-0.3.7.jar                                             |                                                | 
geckolib-forge-1.20.1-4.8.2.jar                                                     | geckolib                                       | geckolib.mixins.json
    /META-INF/jarjar/mclib-20.jar                                                   |                                                | 
gemsnjewels-1.20.1-1.4.12.jar                                                       | gemsnjewels                                    | 
generatorgalore-1.20.1-1.2.5.jar                                                    | generatorgalore                                | 
GlitchCore-forge-1.20.1-0.0.1.1.jar                                                 | glitchcore                                     | glitchcore.mixins.json, glitchcore.forge.mixins.json
globalpacks-forge-1.20.1-19.3.5.jar                                                 | globalpacks                                    | globalpacks.mixins.json
Glodium-1.20-1.5-forge.jar                                                          | glodium                                        | 
goblintraders-forge-1.20.1-1.11.5.jar                                               | goblintraders                                  | goblintraders.common.mixins.json
gpumemleakfix-1.20.1-1.8.jar                                                        | gpumemleakfix                                  | gpumemleakfix.mixins.json
GravitationalModulatingAdditionalUnit-1.20.1-3.5.jar                                | gravitationalmodulatingunittweaks              | gmut.mixin.common.json, gmut.mixin.client.json, gmut.mixin.refmap.json
guardvillagers-1.20.1-1.6.11.jar                                                    | guardvillagers                                 | guardvillagers.mixins.json
guideme-20.1.14.jar                                                                 | guideme                                        | 
GunpowderLib-1.20.2-2.2.2.jar                                                       | gunpowderlib                                   | 
HammerLib-1.20.1-20.1.50.jar                                                        | hammerlib                                      | mixins.hammerlib.refmap.json, mixins.hammerlib.json
handcrafted-forge-1.20.1-3.0.6.jar                                                  | handcrafted                                    | handcrafted.mixins.json, handcrafted-common.mixins.json
Highlighter-1.20.1-forge-1.1.9.jar                                                  | highlighter                                    | highlighter.mixins.json
Iceberg-1.20.1-forge-1.1.25.jar                                                     | iceberg                                        | iceberg.mixins.json
iChunUtil-1.20.1-Forge-1.0.3.jar                                                    | ichunutil                                      | ichunutil.mixins.json
IDA-v2.0.3.jar                                                                      | integrated_dungeons_arise                      | 
ImmediatelyFast-Forge-1.5.2+1.20.4.jar                                              | immediatelyfast                                | immediatelyfast-common.mixins.json, immediatelyfast-forge.mixins.json
    /META-INF/jars/Reflect-1.3.4.jar                                                |                                                | 
immersive_aircraft-1.4.0+1.20.1-forge.jar                                           | immersive_aircraft                             | immersive_aircraft.mixins.json
    /META-INF/jars/MathParser.org-mXparser-5.2.1.jar                                |                                                | 
ImmersiveEngineering-1.20.1-10.2.0-183.jar                                          | immersiveengineering                           | immersiveengineering.mixins.json
ImmersiveUI-FORGE-0.3.0.jar                                                         | immersiveui                                    | immersiveui-common.mixins.json, immersiveui.mixins.json
ImprovableSkills-1.20.1-20.1.13.jar                                                 | improvableskills                               | mixins.improvableskills.json, mixins.improvableskills.refmap.json
industrial-foregoing-1.20.1-3.5.21.jar                                              | industrialforegoing                            | 
industrial-foregoing-souls-1.20.1-1.0.7.jar                                         | industrialforegoingsouls                       | 
IndustrialUpgrade-1.20.1-3.3.2.18.jar                                               | industrialupgrade                              | industrialupgrade.mixins.json
integrated_api-1.5.3+1.20.1-forge.jar                                               | integrated_api                                 | integrated_api-forge.mixins.json, integrated_api-common.mixins.json
IntegratedCrafting-1.20.1-1.3.2.jar                                                 | integratedcrafting                             | 
IntegratedDynamics-1.20.1-1.29.2.jar                                                | integrateddynamics                             | mixins.integrateddynamics.json, mixins.integrateddynamics.refmap.json
IntegratedMekanism-1.20.1-1.0.2.jar                                                 | integratedmekanism                             | 
IntegratedScripting-1.20.1-1.0.15.jar                                               | integratedscripting                            | 
IntegratedTerminals-1.20.1-1.6.13.jar                                               | integratedterminals                            | 
IntegratedTunnels-1.20.1-1.9.2.jar                                                  | integratedtunnels                              | 
interiors-0.5.6+forge-mc1.20.1-local.jar                                            | interiors                                      | interiors-common.mixins.json, interiors.mixins.json
inventoryessentials-forge-1.20.1-8.2.14.jar                                         | inventoryessentials                            | inventoryessentials.mixins.json
inventorysorter-1.20.1-23.0.11.jar                                                  | inventorysorter                                | 
invtweaks-1.20.1-1.2.2.jar                                                          | invtweaks                                      | 
irlandacore-1.0.0-forge-1.20.1.jar                                                  | irlandacore (MCreator mod)                     | 
ironchest-1.20.1-14.4.4.jar                                                         | ironchest                                      | 
ironfurnaces-1.20.1-4.1.6.jar                                                       | ironfurnaces                                   | 
IronJetpacks-1.20.1-7.0.9.jar                                                       | ironjetpacks                                   | 
irons_recipe_additions-2.7-forge-1.20.1.jar                                         | irons_recipe_additions (MCreator mod)          | 
irons_spellbooks-1.20.1-3.4.0.11.jar                                                | irons_spellbooks                               | mixins.irons_spellbooks.json
irons_spells_dynamic_skilltree_1.1.0.jar                                            | irons_spells_dynamic_skilltree                 | 
irons_spells_js-1.20.1-3.1.1-release.jar                                            | irons_spells_js                                | irons_spells_js.mixins.json
item-filters-forge-2001.1.0-build.59.jar                                            | itemfilters                                    | itemfilters-common.mixins.json
ItemBorders-1.20.1-forge-1.2.2.jar                                                  | itemborders                                    | itemborders.mixins.json
Jade-1.20.1-Forge-11.13.2.jar                                                       | jade                                           | jade.mixins.json
JadeAddons-1.20.1-Forge-5.5.0.jar                                                   | jadeaddons                                     | jadeaddons.mixins.json
jamlib-forge-1.3.5+1.20.1.jar                                                       | jamlib                                         | jamlib.client.mixins.json, jamlib.mixins.json
    /META-INF/jars/jankson-1.2.3.jar                                                |                                                | 
jearchaeology-1.20.1-1.0.4.jar                                                      | jearchaeology                                  | 
jeed-1.20-2.2.5.jar                                                                 | jeed                                           | jeed-common.mixins.json, jeed.mixins.json
JEI Tetra-6.9.0-1.2.0.jar                                                           | jeitetra                                       | 
jei-1.20.1-forge-15.20.0.112.jar                                                    | jei                                            | 
jeiintegration_1.20.1-10.0.0.jar                                                    | jeiintegration                                 | 
jeimultiblocks-1.20.1-1.0.6.jar                                                     | jeimultiblocks                                 | 
jmi-forge-1.20.1-0.14-48.jar                                                        | jmi                                            | jmi.mixins.json
journeymap-1.20.1-5.10.3-forge.jar                                                  | journeymap                                     | journeymap.mixins.json
JsonThings-1.20.1-0.9.10.jar                                                        | jsonthings                                     | jsonthings.mixins.json
JustEnoughBeacons-Forge-1.19+-1.1.2.jar                                             | just_enough_beacons                            | 
justenoughbreeding-forge-1.20-1.20.1-2.3.0.jar                                      | justenoughbreeding                             | 
JustEnoughMekanismMultiblocks-1.20.1-4.15.jar                                       | jei_mekanism_multiblocks                       | jei_mekanism_multiblocks.mixin.common.json, jei_mekanism_multiblocks.mixin.client.json, jei_mekanism_multiblocks.mixin.refmap.json
JustEnoughProfessions-forge-1.20.1-3.0.1.jar                                        | justenoughprofessions                          | 
JustEnoughResources-1.20.1-1.4.0.247.jar                                            | jeresources                                    | 
justzoom_forge_2.1.1_MC_1.20.1.jar                                                  | justzoom                                       | justzoom.forge.mixins.json, justzoom.mixins.json
Kambrik-6.1.1+1.20.1-forge.jar                                                      | kambrik                                        | kambrik.mixins.json
kjsindustrialforegoing-1.0.jar                                                      | kjsindustrialforegoing                         | kjsindustrialforegoing.mixins.json
konkrete_forge_1.8.0_MC_1.20-1.20.1.jar                                             | konkrete                                       | konkrete.mixin-refmap.json, konkrete.mixin.json
kotlinforforge-4.11.0-all.jar                                                       |                                                | 
    /META-INF/jarjar/kfflang-4.11.0.jar                                             |                                                | 
    /META-INF/jarjar/kfflib-4.11.0.jar                                              |                                                | 
    /META-INF/jarjar/kffmod-4.11.0.jar                                              | kotlinforforge                                 | 
kubejs-create-forge-2001.3.0-build.8.jar                                            | kubejs_create                                  | 
kubejs-forge-2001.6.5-build.16.jar                                                  | kubejs                                         | kubejs-common.mixins.json, kubejs-forge.mixins.json
kubejs-thermal-2001.1.10-build.2.jar                                                | kubejs_thermal                                 | kubejs-thermal.mixins.json
kubejs_curios_forge_1.20.1-1.0.4.jar                                                | kubejs_curios                                  | kubejs_curios.mixins.json
kubejs_enderio-forge-1.20.1-0.6.0.jar                                               | kubejs_enderio                                 | kubejs_enderio.mixins.json
kubejs_naturesaura-1.20.1-forge-1.0.1.jar                                           | kubejs_naturesaura                             | 
kubejsadditions-forge-4.3.4.jar                                                     | kubejsadditions                                | 
kubejsalchem-1.20.1-1.1.2-R.jar                                                     | kubejsalchem                                   | kubejsalchem.mixins.json
kubejsarsnouveau-1.2.2.jar                                                          | kubejsarsnouveau                               | 
kubejsdelight-1.1.2.jar                                                             | kubejsdelight                                  | kubejsdelight.mixins.json
kubejspowah-1.2.1.jar                                                               | kubejspowah                                    | kubejspowah.mixins.json
L_Enders_Cataclysm-3.16.jar                                                         | cataclysm                                      | lionfishapi.mixins.json, cataclysm.mixins.json
largemeals-1.20.1-1.3.0.jar                                                         | largemeals                                     | 
laserio-1.6.8.jar                                                                   | laserio                                        | 
ldlib-forge-1.20.1-1.0.45.jar                                                       | ldlib                                          | ldlib-common.mixins.json, ldlib.mixins.json
