Mods count: 747
 
jar name                                                                            | mod id (isMCreator)                            | mixin configs
LegendaryTooltips-1.20.1-forge-1.4.5.jar                                            | legendarytooltips                              | legendarytooltips.mixins.json
LibX-1.20.1-5.0.12.jar                                                              | libx                                           | 
lionfishapi-2.4-Fix.jar                                                             | lionfishapi                                    | lionfishapi.mixins.json
lithostitched-forge-1.20.1-1.4.11.jar                                               | lithostitched                                  | lithostitched.mixins.json, lithostitched.forge.mixins.json
lmft-1.0.4+1.20.1-forge.jar                                                         | lmft                                           | lmft.mixins.json, lmft-common.mixins.json
LongerChatHistory-1.3-Forge.jar                                                     | longerchathistory                              | longerchathistory.mixins.json, longerchathistory-common.mixins.json
Loot Journal-forge-1.20.1-5.0.1.jar                                                 | loot_journal                                   | loot_journal.forge.mixins.json, loot_journal.mixins.json
lootbeams-1.20.1-1.2.6.jar                                                          | lootbeams                                      | lootbeams.mixins.json
lootintegration_townsandtowers-1.2.jar                                              | lootintegration_townsandtowers                 | 
lootintegrations-1.20.1-4.7.jar                                                     | lootintegrations                               | lootintegrations.mixins.json
lootintegrations_dungeoncrawl-1.1.jar                                               | lootintegrations_dungeoncrawl                  | 
lootintegrations_structory-1.3.jar                                                  | lootintegrations_structory                     | 
lootintegrations_yungs-1.4.jar                                                      | lootintegrations_yungs                         | 
lootjs-forge-1.20.1-2.13.0.jar                                                      | lootjs                                         | lootjs-forge.mixins.json, lootjs-common.mixins.json
lootr-forge-1.20-0.7.35.93.jar                                                      | lootr                                          | lootr.mixins.json
lost_aether_content-1.20.1-1.2.3.jar                                                | lost_aether_content                            | lost_aether_content.mixins.json
mae2-2.0.0-beta.d.jar                                                               | mae2                                           | mixins.mae2.json
magicaljewelry-1.20.1_1.6.0.jar                                                     | magicaljewelry                                 | 
mahou_tsukai_combat-1.0.2-forge-1.20.1.jar                                          | mahou_tsukai_combat                            | 
mahoutsukai-1.20.1-v1.34.81.jar                                                     | mahoutsukai                                    | mahoutsukai.mixins.json
Mantle-1.20.1-1.11.79.jar                                                           | mantle                                         | 
MaxHealthFix-Forge-1.20.1-12.0.3.jar                                                | maxhealthfix                                   | maxhealthfix.forge.mixins.json, maxhealthfix.common.mixins.json
mcjtylib-1.20-8.0.7.jar                                                             | mcjtylib                                       | 
mcw-bridges-3.1.0-mc1.20.1forge.jar                                                 | mcwbridges                                     | 
mcw-doors-1.1.2-mc1.20.1forge.jar                                                   | mcwdoors                                       | 
mcw-fences-1.2.0-1.20.1forge.jar                                                    | mcwfences                                      | 
mcw-furniture-3.4.0-mc1.20.1forge.jar                                               | mcwfurnitures                                  | 
mcw-lights-1.1.2-mc1.20.1forge.jar                                                  | mcwlights                                      | 
mcw-mcwholidays-1.1.1-mc1.20.1forge.jar                                             | mcwholidays                                    | 
mcw-mcwpaths-1.1.1-mc1.20.1forge.jar                                                | mcwpaths                                       | 
mcw-mcwwindows-2.4.1-mc1.20.1forge.jar                                              | mcwwindows                                     | 
mcw-paintings-1.0.5-1.20.1forge.jar                                                 | mcwpaintings                                   | 
mcw-roofs-2.3.2-mc1.20.1forge.jar                                                   | mcwroofs                                       | 
mcw-stairs-1.0.1-1.20.1forge.jar                                                    | mcwstairs                                      | 
mcw-trapdoors-1.1.4-mc1.20.1forge.jar                                               | mcwtrpdoors                                    | 
mcwbyg-1.20.1-1.2.1.jar                                                             | mcwbyg                                         | 
Measurements-forge-1.20.1-2.0.1.jar                                                 | measurements                                   | 
megacells-forge-2.4.6-1.20.1.jar                                                    | megacells                                      | megacells.forge.mixins.json, megacells.mixins.json
Mekanism-1.20.1-10.4.16.80.jar                                                      | mekanism                                       | 
mekanism-ad-astra-ores-forge-1.20.1-1.1.0.jar                                       | mekanismaaa                                    | mekanismaaa.mixins.json
Mekanism-MoreSolarPanels-1.20.1-1.5.9.jar                                           | solarpanels                                    | 
MekanismAdditions-1.20.1-10.4.16.80.jar                                             | mekanismadditions                              | 
mekanismcovers-1.3-BETA+1.20.jar                                                    | mekanismcovers                                 | mekanismcovers.mixins.json
mekanismcurios-1.20.1-1.2.1.jar                                                     | mekanismcurios                                 | mekanismcurios.mixins.json
MekanismGenerators-1.20.1-10.4.16.80.jar                                            | mekanismgenerators                             | 
MekanismTools-1.20.1-10.4.16.80.jar                                                 | mekanismtools                                  | 
MekanismWeapons-1.20.1-3.0.jar                                                      | mekaweapons                                    | mekaweapons.mixins.json
mekmm-1.20.1-1.0.1.jar                                                              | mekmm                                          | mekmm.mixins.json
melody_forge_1.0.3_MC_1.20.1-1.20.4.jar                                             | melody                                         | melody.forge.mixins.json, melody.mixins.json
memorysettings-1.20.1-5.9.jar                                                       | memorysettings                                 | memorysettings.mixins.json
merequester-forge-1.20.1-1.1.5.jar                                                  | merequester                                    | merequester.mixins.json
mes-1.4.6-1.20.jar                                                                  | mes                                            | mes-forge.mixins.json, mes-common.mixins.json
mffs-5.1.19-all.jar                                                                 | mffs                                           | 
    /META-INF/jarjar/streamex-0.8.1.jar                                             |                                                | 
mifa-forge-1.20.x-1.1.1.jar                                                         | mifa                                           | 
mob_grinding_utils-1.20.1-1.1.0.jar                                                 | mob_grinding_utils                             | 
modernfix-forge-5.25.1+mc1.20.1.jar                                                 | modernfix                                      | modernfix-common.mixins.json, modernfix-forge.mixins.json
modnametooltip-1.20.1-1.20.0.jar                                                    | modnametooltip                                 | 
modonomicon-1.20.1-forge-1.79.2.jar                                                 | modonomicon                                    | modonomicon.forge.mixins.json, modonomicon.mixins.json
    /META-INF/jarjar/commonmark-0.26.0.jar                                          |                                                | 
    /META-INF/jarjar/commonmark-ext-gfm-strikethrough-0.26.0.jar                    |                                                | 
    /META-INF/jarjar/commonmark-ext-ins-0.26.0.jar                                  |                                                | 
modular-routers-12.1.1+mc1.20.1.jar                                                 | modularrouters                                 | 
molten_vents-1.20.1-2.0.9.jar                                                       | molten_vents                                   | 
monolib-forge-1.20.1-2.1.0.jar                                                      | monolib                                        | monolib.mixins.json, monolib.forge.mixins.json
moonlight-1.20-2.16.16-forge.jar                                                    | moonlight                                      | moonlight.mixins.json, moonlight-common.mixins.json
mopeds_1.1_1.20.1.jar                                                               | moped (MCreator mod)                           | 
More Villager Trades 1.0.0 - 1.20.1.jar                                             | more_villager_trades                           | 
More Wandering Trades 1.0.0 - 1.20.1.jar                                            | more_wandering_trades                          | 
moredragoneggs-4.0.jar                                                              | moredragoneggs                                 | mixins.moredragoneggs.json, mixins.moredragoneggs.refmap.json
MoreMekanismProcessing-1.20.1-4.4.jar                                               | moremekanismprocessing                         | 
moreoverlays-1.24.1-mc1.20.1-forge.jar                                              | moreoverlays                                   | moreoverlays.mixin.json, moreoverlays.mixin-refmap.json
moretinygates-1.20-1.0.5.jar                                                        | moretinygates                                  | 
morevillagers-forge-1.20.1-5.0.0.jar                                                | morevillagers                                  | morevillagers-common.mixins.json, morevillagers.mixins.json
MouseTweaks-forge-mc1.20.1-2.25.1.jar                                               | mousetweaks                                    | mousetweaks-fabric.mixins.json, mousetweaks.mixins.refmap.json, mousetweaks.mixins.json
mutil-1.20.1-6.2.0.jar                                                              | mutil                                          | 
MyServerIsCompatible-1.20-1.0.jar                                                   | myserveriscompatible                           | myserveriscompatible.mixins.json
MysticalAgradditions-1.20.1-7.0.12.jar                                              | mysticalagradditions                           | 
MysticalAgriculture-1.20.1-7.0.23.jar                                               | mysticalagriculture                            | 
MysticalCustomization-1.20.1-5.0.3.jar                                              | mysticalcustomization                          | 
NaturesAura-39.4.jar                                                                | naturesaura                                    | 
NaturesCompass-1.20.1-1.11.2-forge.jar                                              | naturescompass                                 | 
Necronomicon-Forge-1.6.0+1.20.1.jar                                                 | necronomicon                                   | necronomicon-common.mixins.json
netherportalfix-forge-1.20-13.0.1.jar                                               | netherportalfix                                | netherportalfix.mixins.json
nethersdelight-1.20.1-4.0.jar                                                       | nethersdelight                                 | nethersdelight.mixins.json
NoChatReports-FORGE-1.20.1-v2.2.2.jar                                               | nochatreports                                  | mixins/common/nochatreports.mixins.json, mixins/forge/nochatreports-forge.mixins.json
Not Enough Recipe Book-FORGE-0.4.1+1.20.1.jar                                       | nerb                                           | nerb-common.mixins.json
not_enough_glyphs-1.20.1-3.2.1.1.jar                                                | not_enough_glyphs                              | not_enough_glyphs.mixins.json
notenoughanimations-forge-1.10.6-mc1.20.1.jar                                       | notenoughanimations                            | notenoughanimations.refmap.mixins.json, notenoughanimations.mixins.json
    /META-INF/jars/TRansition-1.0.7-1.20.1-forge-SNAPSHOT.jar                       | transition                                     | transition.mixins.json, transition.refmap.mixins.json
    /META-INF/jars/TRender-1.0.8-1.20.1-forge-SNAPSHOT.jar                          | trender                                        | trender.mixins.json, trender.refmap.mixins.json
occultism-1.20.1-1.153.0.jar                                                        | occultism                                      | 
occultism_kubejs-1.20.1-1.0.0.jar                                                   | occultism_kubejs                               | 
oceansdelight-1.0.2-1.20.jar                                                        | oceansdelight                                  | 
OctoLib-FORGE-0.5.0.1+1.20.1.jar                                                    | octolib                                        | octolib-common.mixins.json
    /META-INF/jars/snakeyaml-2.2.jar                                                |                                                | 
oculus-mc1.20.1-1.8.0.jar                                                           | oculus                                         | mixins.oculus.compat.sodium.json, sodiumCompatibility-oculus-mixins-refmap.json, mixins.oculus.integrationtest.json, mixins.oculus.compat.dh.json, mixins.oculus.vertexformat.json, mixins.oculus.fixes.maxfpscrash.json, oculus-batched-entity-rendering.mixins.json, mixins.oculus.compat.indium.json, mixins.oculus.json, oculus-mixins-refmap.json, mixins.oculus.compat.indigo.json, mixins.oculus.bettermipmaps.json, mixins.oculus.compat.pixelmon.json, mixins.oculus.fantastic.json
    /META-INF/jars/jcpp-1.4.14.jar                                                  |                                                | 
Oh-The-Biomes-Weve-Gone-Forge-1.7.1.jar                                             | biomeswevegone                                 | biomeswevegone-common.mixins.json
Oh-The-Trees-Youll-Grow-forge-1.20.1-1.4.2.jar                                      | ohthetreesyoullgrow                            | ohthetreesyoullgrow.mixins.json
opacpvp-forge-1.0.1-1.20.1.jar                                                      | opacpvp                                        | mixins.opacpvp.json
open-parties-and-claims-forge-1.20.1-0.25.8.jar                                     | openpartiesandclaims                           | openpartiesandclaims.create.forge.mixins.json, openpartiesandclaims.mixins.json, openpartiesandclaims.forge.mixins.json, openpartiesandclaims.create.mixins.json
OpenLoader-Forge-1.20.1-19.0.4.jar                                                  | openloader                                     | 
overloadedarmorbar-1.20.1-1.jar                                                     | overloadedarmorbar                             | 
packetfixer-3.3.1-1.18-1.20.4-merged.jar                                            | packetfixer                                    | packetfixer.v1_20_2.neoforge.mixins.json, packetfixer.v1_20_2.fabric.mixins.json, packetfixer.v1_19_3.fabric.mixins.json, packetfixer.v1_19_4.forge.mixins.json, packetfixer.v1_19_3.forge.mixins.json, packetfixer.v1_18.forge.mixins.json, packetfixer.v1_20_2.forge.mixins.json, packetfixer.v1_19.forge.mixins.json, packetfixer.v1_18.fabric.mixins.json, packetfixer.v1_19.fabric.mixins.json
pamhc2crops-1.20-1.0.3.jar                                                          | pamhc2crops                                    | 
pamhc2foodcore-1.20.4-1.0.5.jar                                                     | pamhc2foodcore                                 | assets/pamhc2foodcore/models/item/mixingbowlitem.json
pamhc2foodextended-1.20.4-1.0.1.jar                                                 | pamhc2foodextended                             | 
pamhc2trees-1.20-1.0.2.jar                                                          | pamhc2trees                                    | 
PassiveSkillTree-1.20.1-BETA-0.7.2c-all.jar                                         | skilltree                                      | skilltree.mixins.json
passiveskilltreeadditions-1.1.2.jar                                                 | passiveskilltreeadditions                      | 
Patchouli-1.20.1-84.1-FORGE.jar                                                     | patchouli                                      | patchouli_xplat.mixins.json
Paxi-1.20-Forge-4.0.jar                                                             | paxi                                           | paxi.mixins.json, paxi_forge.mixins.json
pickableorbs-1.20.1-3.0.1.jar                                                       | pickableorbs                                   | 
PickUpNotifier-v8.0.0-1.20.1-Forge.jar                                              | pickupnotifier                                 | pickupnotifier.common.mixins.json
PigPen-Forge-1.20.1-15.0.2.jar                                                      | pigpen                                         | 
Ping-Wheel-1.12.0-forge-1.20.1.jar                                                  | pingwheel                                      | 
pipez-forge-1.20.1-1.2.26.jar                                                       | pipez                                          | 
Placebo-1.20.1-8.6.3.jar                                                            | placebo                                        | placebo.mixins.json
player-animation-lib-forge-1.0.2-rc1+1.20.jar                                       | playeranimator                                 | playerAnimator-common.mixins.json
pneumaticcraft-repressurized-6.0.21+mc1.20.1.jar                                    | pneumaticcraft                                 | mixins.pneumaticcraft.json, mixins.pneumaticcraft.refmap.json
polyeng-forge-0.1.1-1.20.1.jar                                                      | polyeng                                        | polyeng.mixins.json
polymorph-forge-0.49.10+1.20.1.jar                                                  | polymorph                                      | polymorph.mixins.json, polymorph-integrations.forge.mixins.json
    /META-INF/jarjar/spectrelib-forge-0.13.17+1.20.1.jar                            | spectrelib                                     | 
ponderjs-1.20.1-2.1.0.jar                                                           | ponderjs                                       | ponderjs.mixins.json
    /META-INF/jarjar/Ponder-Forge-1.20.1-1.0.92.jar                                 | ponder                                         | ponder-common.mixins.json, ponder.mixins.json
    /META-INF/jarjar/flywheel-forge-1.20.1-1.0.0-215.jar                            | flywheel                                       | flywheel.impl.mixins.json, flywheel.backend.mixins.json
    /META-INF/jarjar/flywheel-forge-1.20.1-1.0.6-beta-265.jar                       | flywheel                                       | flywheel.impl.mixins.json, flywheel.backend.mixins.json
Powah-5.0.11.jar                                                                    | powah                                          | 
powerutils-1.8.jar                                                                  | powerutils                                     | powerutils.mixins.json
Prism-1.20.1-forge-1.0.5.jar                                                        | prism                                          | prism.mixins.json
productivetrees-1.20.1-0.2.6.jar                                                    | productivetrees                                | 
    /META-INF/jarjar/productivelib-1.20.1-0.0.4.jar                                 | productivelib                                  | 
ProjectE-1.20.1-PE1.0.1.jar                                                         | projecte                                       | 
ProjectRed-1.20.1-4.21.0-core.jar                                                   | projectred_core                                | 
ProjectRed-1.20.1-4.21.0-expansion.jar                                              | projectred_expansion                           | mixins.projectred.expansion.json, mixins.projectred.expansion.refmap.json
ProjectRed-1.20.1-4.21.0-exploration.jar                                            | projectred_exploration                         | 
ProjectRed-1.20.1-4.21.0-fabrication.jar                                            | projectred_fabrication                         | 
ProjectRed-1.20.1-4.21.0-illumination.jar                                           | projectred_illumination                        | 
ProjectRed-1.20.1-4.21.0-integration.jar                                            | projectred_integration                         | 
ProjectRed-1.20.1-4.21.0-transmission.jar                                           | projectred_transmission                        | 
pufferfish_unofficial_additions-1.20.1-2.2.3-all.jar                                | pufferfish_unofficial_additions                | pufferfish_unofficial_additions.mixins.json
puffish_attributes-0.7.7-1.20-forge.jar                                             | puffish_attributes                             | puffish_attributes.mixins.json
puffish_skills-0.16.8-1.20-forge.jar                                                | puffish_skills                                 | puffish_skills.mixins.json
PuzzlesLib-v8.1.33-1.20.1-Forge.jar                                                 | puzzleslib                                     | puzzleslib.common.mixins.json, puzzleslib.forge.mixins.json
    /META-INF/jarjar/puzzlesaccessapi-forge-20.1.1.jar                              | puzzlesaccessapi                               | puzzlesaccessapi.forge.mixins.json, puzzlesaccessapi.common.mixins.json
pylons-1.20.1-4.2.1.jar                                                             | pylons                                         | 
quantumgenerators-1.6.jar                                                           | quantumgenerators                              | quantumgenerators.mixins.json
Quark-4.0-462.jar                                                                   | quark                                          | quark.mixins.json, quark_integrations.mixins.json, quark.mixins.refmap.json
QuarkOddities-1.20.1.jar                                                            | quarkoddities                                  | 
questsadditions-1.4.7.jar                                                           | questsadditions                                | questsadditions.mixins.json
raccompat-1.20.1-0.1.3.jar                                                          | raccompat                                      | raccompat.mixins.json
railcraft-reborn-1.20.1-1.1.10.jar                                                  | railcraft                                      | railcraft.mixins.json
ramcompat-1.20.1-0.1.4.jar                                                          | ramcompat                                      | ramcompat.mixins.json
rarcompat-1.20.1-0.5.jar                                                            | rarcompat                                      | rarcompat.mixins.json
reactorplus-1.1.jar                                                                 | reactorplus                                    | reactorplus.mixins.json
reap-1.20.1-1.0.2.jar                                                               | reap                                           | 
rebind_narrator-1.20.1-forge-2025.10.21.jar                                         | rebind_narrator                                | rebind_narrator.mixins.json
    /META-INF/jarjar/modder_name_lib-1.20.1-forge-2025.10.21.jar                    | modder_name_lib                                | 
recipeessentials-1.20.1-4.0.jar                                                     | recipeessentials                               | recipeessentials.mixins.json
redirected-forge-1.0.0-1.20.1.jar                                                   | redirected                                     | mixins.redirected_forge_1.20.1.json, mixins.redirected_fabric_1.20.1.json, mixins.redirected_fabric_1.21.1.json, mixins.redirected_neoforge_1.21.1.json
refinedcooking-4.0.0.jar                                                            | refinedcooking                                 | 
refinedpolymorph-0.1.1-1.20.1.jar                                                   | refinedpolymorph                               | refinedpolymorph.mixins.json
refinedstorage-1.12.4.jar                                                           | refinedstorage                                 | 
refinedstorageaddons-0.10.0.jar                                                     | refinedstorageaddons                           | 
relics-1.20.1-0.8.0.11.jar                                                          | relics                                         | relics.mixins.json
reliquary-1.20.1-2.0.55.1309.jar                                                    | reliquary                                      | 
repurposed_structures-7.1.19+1.20.1-forge.jar                                       | repurposed_structures                          | repurposed_structures-forge.mixins.json, repurposed_structures-common.mixins.json
resourcefulconfig-forge-1.20.1-2.1.3.jar                                            | resourcefulconfig                              | 
resourcefullib-forge-1.20.1-2.1.29.jar                                              | resourcefullib                                 | 
    /META-INF/jars/yabn-1.0.3.jar                                                   | com_teamresourceful_yabn                       | 
    /META-INF/jars/bytecodecs-1.0.2.jar                                             | com_teamresourceful_bytecodecs                 | 
ResourcePackOverrides-v8.0.3-1.20.1-Forge.jar                                       | resourcepackoverrides                          | resourcepackoverrides.common.mixins.json, resourcepackoverrides.forge.mixins.json
rftoolsbase-1.20-5.0.6.jar                                                          | rftoolsbase                                    | 
rftoolsbuilder-1.20-6.0.8.jar                                                       | rftoolsbuilder                                 | 
rftoolscontrol-1.20-7.0.3.jar                                                       | rftoolscontrol                                 | 
rftoolspower-1.20-6.0.2.jar                                                         | rftoolspower                                   | 
rftoolsstorage-1.20-5.0.3.jar                                                       | rftoolsstorage                                 | 
rftoolsutility-1.20-6.0.6.jar                                                       | rftoolsutility                                 | 
rhino-forge-2001.2.3-build.10.jar                                                   | rhino                                          | rhino-common.mixins.json
rightclickharvest-forge-4.6.0+1.20.1.jar                                            | rightclickharvest                              | rightclickharvest.mixins.json
ritchiesprojectilelib-2.1.0+mc.1.20.1-forge.jar                                     | ritchiesprojectilelib                          | ritchiesprojectilelib.mixins.json, ritchiesprojectilelib-forge.mixins.json
rsgauges-1.2.22.jar                                                                 | rsgauges                                       | 
RSInfinityBooster-1.20.1-1.0+41.jar                                                 | rsinfinitybooster                              | rsinfinitybooster.mixins.json
rsinsertexportupgrade-1.20.1-1.4.0.jar                                              | rsinsertexportupgrade                          | rsinsertexportupgrade.mixins.json
Runelic-Forge-1.20.1-18.0.2.jar                                                     | runelic                                        | 
sawmill-1.20-1.4.10.jar                                                             | sawmill                                        | sawmill.mixins.json, sawmill-common.mixins.json
ScalableCatsForce-3.3.1-build-0-with-library.jar                                    |                                                | 
scorched_guns_blueprint_recipes-1.0.0-forge-1.20.1.jar                              | scorched_guns_blueprint_recipes (MCreator mod) | 
ScorchedGuns-0.5.5-1.20.1.jar                                                       | scguns                                         | scguns.mixins.json
Searchables-forge-1.20.1-1.0.3.jar                                                  | searchables                                    | searchables.forge.mixins.json, searchables.mixins.json
sebastrnlib-4.0.0.jar                                                               | sebastrnlib                                    | 
SereneSeasons-forge-1.20.1-9.1.0.2.jar                                              | sereneseasons                                  | sereneseasons.forge.mixins.json, sereneseasons.mixins.json
sereneseasonsphc2crops-1.20.1-1.0.0.jar                                             | sereneseasonsphc2crops                         | 
servercountryflags-1.10.1-1.20.1-FORGE.jar                                          | servercountryflags                             | servercountryflags.mixins.json
shetiphiancore-forge-1.20.1-1.5.jar                                                 | shetiphiancore                                 | mixins.shetiphiancore.refmap.json, mixins.shetiphiancore.json
Shrink-1.20.1-1.4.5.jar                                                             | shrink                                         | shrink.mixins.json
silent-gear-1.20.1-3.6.7.jar                                                        | silentgear                                     | silentgear.mixins.json
silent-lib-1.20.1-8.0.0.jar                                                         | silentlib                                      | 
SilentCompat-forge-1.20.1-1.4.0.jar                                                 | silentcompat                                   | 
silents-gems-1.20.1-4.7.0.jar                                                       | silentgems                                     | 
silentsdelight-forge-1.0.1-1.20.1.jar                                               | silentsdelight                                 | silentsdelight.mixins.json
Simple Jade Tetra-6.9.0-1.0.0.jar                                                   | simplejadetetra                                | 
simple-datapacks-forge-2.1.1+1.19.4.jar                                             | simple_datapacks                               | simple-datapacks.mixins.json
SimpleBackups-1.20.1-3.1.18.jar                                                     | simplebackups                                  | 
SimpleDiscordRichPresence-forge-4.0.3-build.40+mc1.20.1.jar                         | sdrp                                           | sdrp.mixins.json, sdrp-common.mixins.json
    /META-INF/jars/DiscordIPC-a8d6631cc9.jar                                        |                                                | 
    /META-INF/jars/json-20210307.jar                                                |                                                | 
    /META-INF/jars/junixsocket-common-2.6.2.jar                                     |                                                | 
    /META-INF/jars/junixsocket-native-common-2.6.2.jar                              |                                                | 
simplemagnets-1.1.12-forge-mc1.20.1.jar                                             | simplemagnets                                  | 
SimpleStorageNetwork-1.20.1-1.12.2.jar                                              | storagenetwork                                 | 
simplyquarries-1.7.jar                                                              | simplyquarries                                 | simplyquarries.mixins.json
skinlayers3d-forge-1.9.2-mc1.20.1.jar                                               | skinlayers3d                                   | skinlayers3d.mixins.json, skinlayers3d.refmap.mixins.json
    /META-INF/jars/TRansition-1.0.6-1.20.1-forge-SNAPSHOT.jar                       | transition                                     | transition.mixins.json, transition.refmap.mixins.json
    /META-INF/jars/TRender-1.0.7-1.20.1-forge-SNAPSHOT.jar                          | trender                                        | trender.mixins.json, trender.refmap.mixins.json
sliceanddice-forge-3.6.0.jar                                                        | sliceanddice                                   | sliceanddice.mixins.json
SmartBrainLib-forge-1.20.1-1.15.jar                                                 | smartbrainlib                                  | 
smoothchunk-1.20.1-4.1.jar                                                          | smoothchunk                                    | smoothchunk.mixins.json
sodiumdynamiclights-forge-1.0.10-1.20.1.jar                                         | sodiumdynamiclights                            | mixins.sodiumdynamiclights.json
    /META-INF/jars/fabric-api-base-0.4.31+ef105b4977.jar                            | fabric_api_base                                | fabric-api-base.init.mixins.json
sodiumextras-forge-1.0.7-1.20.1.jar                                                 | sodiumextras                                   | mixins.sodiumextras.json
sodiumoptionsapi-forge-1.0.10-1.20.1.jar                                            | sodiumoptionsapi                               | mixins.sodiumoptionsapi.json
    /META-INF/jars/fabric-api-base-0.4.31+ef105b4977.jar                            | fabric_api_base                                | fabric-api-base.init.mixins.json
sodiumoptionsmodcompat-forge-1.0.0-1.20.1.jar                                       | sodiumoptionsmodcompat                         | mixins.sodiumoptionsmodcompat.json
sophisticatedbackpacks-1.20.1-3.24.12.1411.jar                                      | sophisticatedbackpacks                         | 
sophisticatedbackpackscreateintegration-1.20.1-0.1.5.30.jar                         | sophisticatedbackpackscreateintegration        | 
sophisticatedcore-1.20.1-1.2.107.1240.jar                                           | sophisticatedcore                              | 
sophisticatedstorage-1.20.1-1.4.15.1362.jar                                         | sophisticatedstorage                           | 
sophisticatedstoragecreateintegration-1.20.1-0.1.14.55.jar                          | sophisticatedstoragecreateintegration          | 
sophisticatedstorageinmotion-1.20.1-0.10.25.156.jar                                 | sophisticatedstorageinmotion                   | sophisticatedstorageinmotion.mixins.json
soulplied_energistics_backport_forge_1.20.1-1.20.1-1.0.3.jar                        | industrialforegoingsouls                       | 
sound-physics-remastered-forge-1.20.1-1.5.1.jar                                     | sound_physics_remastered                       | sound_physics_remastered.mixins.json
spark-1.10.53-forge.jar                                                             | spark                                          | 
SpartanShields-1.20.1-forge-3.1.1.jar                                               | spartanshields                                 | 
SpartanWeaponry-1.20.1-forge-3.2.1-all.jar                                          | spartanweaponry                                | spartanweaponry.mixins.json, spartanweaponry.mixins.refmap.json
Spell_Engine_OPAC_Compat-1.0.0.jar                                                  | spell-engine-openpac-compat                    | spell-engine-openpac-compat.mixins.json
StorageDrawers-forge-1.20.1-12.14.3.jar                                             | storagedrawers                                 | 
Structory_1.20.x_v1.3.5.jar                                                         | structory                                      | 
Structory_Towers_1.20.x_v1.0.7.jar                                                  | structory_towers                               | 
structure_gel-1.20.1-2.16.2.jar                                                     | structure_gel                                  | structure_gel.mixins.json
structureessentials-1.20.1-4.8.jar                                                  | structureessentials                            | structureessentials.mixins.json
structurize-1.20.1-1.0.787.jar                                                      | structurize                                    | 
Super Factory Manager (SFM)-MC1.20.1-4.26.0.jar                                     | sfm                                            | sfm.mixins.json
supermartijn642configlib-1.1.8-forge-mc1.20.jar                                     | supermartijn642configlib                       | 
supermartijn642corelib-1.1.18-forge-mc1.20.1.jar                                    | supermartijn642corelib                         | supermartijn642corelib.mixins.refmap.json, supermartijn642corelib.mixins.json
supplementaries-1.20-3.1.41.jar                                                     | supplementaries                                | supplementaries-common.mixins.json, supplementaries.mixins.json
tcompat-1.20.1-1.0.0.jar                                                            | tcompat                                        | tcompat.mixins.json
    /META-INF/jarjar/ldlib-forge-1.20.1-1.0.33.b.jar                                | ldlib                                          | ldlib-common.mixins.json, ldlib.mixins.json
TCompat-1.20.1-1.2.4.jar                                                            | tcompat                                        | tcompat.mixins.json
TConstruct-1.20.1-3.10.2.92.jar                                                     | tconstruct                                     | 
tempad-forge-1.20.1-2.3.4.jar                                                       | tempad                                         | tempad-common.mixins.json, tempad.mixins.json
tempadwithshaders-1.20.1-1.0.0.jar                                                  | tempadwithshaders                              | tempadwithshaders.mixins.json
TerraBlender-forge-1.20.1-3.0.1.10.jar                                              | terrablender                                   | terrablender.mixins.json, terrablender_forge.mixins.json
tesseract-1.0.38-forge-mc1.20.1.jar                                                 | tesseract                                      | 
tetra-1.20.1-6.11.0.jar                                                             | tetra                                          | tetra.mixins.json
tetracelium-1.20.1-1.3.1.jar                                                        | tetracelium                                    | tetracelium.mixins.json
tetracompat-1.0.0-all.jar                                                           | tetracompat                                    | tetracompat.mixins.json
tetradelight-beta-1.20.1-1.0.1.jar                                                  | tetradelight                                   | 
tetraextras-0.1.4-1.20.1.jar                                                        | tetraextras                                    | tetraextras.mixins.json
tetranomicon-1.6.1-1.20.1.jar                                                       | tetranomicon                                   | 
tetrasdelight-1.20.1-1.jar                                                          | tetrasdelight                                  | 
tetratic-combat-expanded-1.20-2.8.3.jar                                             | tetratic_combat_expanded                       | tetraticcombat.mixins.json
The_Undergarden-1.20.1-0.8.14.jar                                                   | undergarden                                    | undergarden.mixins.json
Thermal And Space-1.20.1-1.0.3.jar                                                  | thermal_and_space                              | 
thermal_cultivation-1.20.1-11.0.1.24.jar                                            | thermal_cultivation                            | 
thermal_dynamics-1.20.1-11.0.1.23.jar                                               | thermal_dynamics                               | 
thermal_expansion-1.20.1-11.0.1.29.jar                                              | thermal_expansion                              | 
thermal_foundation-1.20.1-11.0.6.70.jar                                             | thermal_foundation                             | 
    /META-INF/jarjar/thermal_core-1.20.1-11.0.6.24.jar                              | thermal                                        | 
thermal_innovation-1.20.1-11.0.1.23.jar                                             | thermal_innovation                             | 
thermal_integration-1.20.1-11.0.1.27.jar                                            | thermal_integration                            | 
thermal_locomotion-1.20.1-11.0.1.19.jar                                             | thermal_locomotion                             | 
thermalconstruct-1.20.1-0.0.3.jar                                                   | thermalconstruct                               | 
thermaldrawers-1.0.jar                                                              | thermaldrawers                                 | 
thermalendergy-1.20.1-1.0.0.jar                                                     | thermalendergy                                 | 
ThermalExtra-3.3.0-1.20.1.jar                                                       | thermal_extra                                  | 
theurgy-1.20.1-1.25.0.jar                                                           | theurgy                                        | 
theurgy_kubejs-1.20.1-1.1.0.jar                                                     | theurgy_kubejs                                 | 
tinker_in_caves-1.0.4.jar                                                           | tinker_in_caves                                | 
TinkerBetterCombat 0.6.jar                                                          | tinkers_better_combat                          | 
